Sentence,Label
আমি গাড়ি লইয়া আারইতে ফারিয়ার না।,Sylhet
কতা শুনবার পারিচ্ছো না?,Bogura
"যেতা করার লাগি খই, ওটা খরো।",Sylhet
তোর পরিশ্রম প্রসংশনীয়।,Rangpur
হগলে রাইতের ভাত খাইছেন নি?,Cumilla
পরে দেহা করমুনি,Bogura
আই অইলাম দে আসল চাটগাইয়া,Chittagong
পানি দি তো,Bogura
দয়া গরি আঁর পচন্দর খানাউয়া এক্কানা রাঁধুন,Chittagong
তুই তো ধনীর ছাওয়াল।,Pabna
ভিডিওটা দেখ,Rangpur
এটা খুবে বিরক্তিকর,Rangpur
আফনারে দেখতে ফাইয়া খুশি অইলাম।,Sylhet
আপনার সাহায্য লাগবি।,Pabna
তুই কি ক্লাসে ঠিকমতো অংশ নিস?,Pabna
তুই ইক্কা আইওনা।,Chittagong
হামার জন্য সময় নেন।।,Bogura
তোমার কি কিছু নাগবে?,Rangpur
এডো আগে করো।,Bogura
মেহেরবানি গরি দরজা গান বন্ধ গরন,Chittagong
আইজ্জা আজইন্না বাইর অইও,Chittagong
ঠিকমতো কামডা করো।,Cumilla
"যা খই, তা মনো রাকিও।",Sylhet
হগলতের সামনে তোর আব্বা কতগুলা কতা কইছে।,Cumilla
"দরহার পইল্লে আই আডি আডি যাইওম, তও এই বাসত ন উডিওম",Chittagong
তুই কি প্রশ্ন ইবার উত্তর জানস,Chittagong
আমারে একটা চিঠি দিছিলায়,Sylhet
পকেটে আছুই দ্যাহো।,Bogura
বেশি কইরা পানি খাও,Bogura
আমারে ছাড়িয়া গেলায়গি!,Sylhet
ভাত দাও হামাকে,Bogura
মেহেরবানি গরি ফোন নো দি ফেলন,Chittagong
আঁই অনেক মন খারাপ করুম।,Cumilla
এইলাইগা মুরুব্বিরা কয়,Cumilla
মুই কিন্ত খাঁটি ওম্পুরিয়া,Rangpur
মোর কিচ্চু কবার নাই,Rangpur
আমার লগে আও।,Sylhet
মোক একনা শোলকা খাবার মনাইছে,Rangpur
আরার শহরগান বেশি ডর।,Chittagong
হে তো দারুন ছবি আখে।,Sylhet
তোমরা খুব ভালো গান কন।,Rangpur
গাড়ির বেল্ট পড়েক।,Rangpur
তোমার ছোটকালের সেরা মুহূর্ত কি আছিলো?,Bogura
গোছগাছ হইয়া থাইকো তুমি।,Bogura
"তুই কিতা করবার চিন্তা করতাস, আমারে ক।",Pabna
এক্কানা থির অ’ন,Chittagong
মোর এত্তি একনা খেয়াল কর।,Rangpur
এসি ডা অনই রাহেক,Bogura
তুমি এহনো ওহানকার কথা কও,Bogura
আপনারে দেখতে পাইয়া খুশি হইলাম।,Cumilla
যাও কলের পারত,Rangpur
তুঁই কি চা হাবি।,Chittagong
অনর বই গা আয় পরি পাইজ্জুম নে?,Chittagong
আই অনত্তু কিছু শিখিত চাই,Chittagong
এটা হিন তত্ হইল!,Rangpur
হায় হায়! কি হইল?,Rangpur
আমার তো ভালো লাইগতেছে না।,Pabna
টাইমের মধ্যেই শ্যাষ কইরো,Pabna
এইডা খুবই বিরক্তিকর।,Cumilla
আঁরে সাহায্য গরিত্তে অঁনের কি কোনো অসুবিধা অইবনি?,Chittagong
আমার লগে আয়।,Pabna
তুই কি নতুন বন্ধু বানাইতে চাইতাছস?,Pabna
বাহ! তুই ত ভালোই শিখছিস!,Rangpur
এইডা ভালো টাইম কাটানোর সুযোগ।,Pabna
এক কাপ কফি বানঅ,Chittagong
আমি এখন যাইতে-ফারতাম নায়।,Sylhet
কথায় কথায় আমরার শামনে ইংরেজি কইব—ইতা আমরা সজ্য অয়না।,Sylhet
বাসাত গিইয়া মেসেজ কইরো,Bogura
বইগুন টেবিলর উয়র রাখ,Chittagong
আঁই অহন গেলাম।,Cumilla
তুই কুনুদিনই সাহায্য করিস নে।,Pabna
আইজ হামার কটকটি ফুরি গেইছে,Rangpur
আর গাড়ি হালা।,Chittagong
হামি কিন্তুু খাঁটি বগুড়ার।,Bogura
"একটু হাসেন, দয়া খরিয়া।",Sylhet
জলদি আইও,Sylhet
এইডি লিখতে গিয়া নিজেই ভুইলা গেছি।,Cumilla
একটু গভীর করিয়া চিন্তা করেন।,Cumilla
হামাক সত্যি কইরা কও।,Bogura
এডা ভুলা যা।,Pabna
বাহ! তুই তো সেই করছিস!,Rangpur
দরকার হইলে মোক পুচ কর।,Rangpur
তোমাক দেখপের পেয়া খুশি হনু।,Rangpur
বেইন্নাত্তুন দুইজ্জা বাড়িত ন থাইক্কুম।,Chittagong
তার লাইগা রাস্তাত এত কাদা হইলো।,Cumilla
অক্কু সাহস লইয়া কাম করো।,Sylhet
"আঁই বাড়িত, তুই কই?",Cumilla
তোয়ার ইক্কা ন চাইয়ুম।,Chittagong
অফিস যামু না আইজক্যা,Bogura
হামি আসিচ্ছি দাঁড়াও এনা।,Bogura
তুমি কি নতুন কোনো কিছু তে কাজ করতাইছো নাকি?,Bogura
আমরার বাড়ি সিলেটে।,Sylhet
আমাক গাছে চইড়ে দুইডা জলপাই পাইরা দেও।,Pabna
তুমি কি কিছু শিখতে চাও?,Cumilla
তুই কি খেলবার ইচ্ছা রাখস?,Pabna
কই রে তুই?,Cumilla
ওয় কোনোদিন সাহায্য করবের চায় না,Rangpur
দয়া করি মুই কি তোমার সাহায্য করবের পাঙ?,Rangpur
এডো ভুইলা যাও।,Bogura
গুস্তর সালনটা আমার খুব ভালা লাগছে,Sylhet
ইবা তুয়াল্লা,Chittagong
তুমরা আবার ঢাখা তাখো নি?,Sylhet
তুোয়ার পছন্দর গান্নান গ ছাই,Chittagong
আমার লইগা ইকটু মায়া দেখান।,Pabna
তুমি কি গান গাইতে ভালোবাসো?,Cumilla
অমরা আর কোন দিনও ফিরবার নয়।,Rangpur
বেশি রাত জাইগা থাইকো না।,Bogura
তোমাক তো বাহে অস্কার দিবার নাগবে,Rangpur
ভালা গরি পর,Chittagong
মোর আজই মনটায় কেনবা ভাল নাই ।,Rangpur
আঁই আবার কুমিল্লা যামু।,Cumilla
এই বই ইবা বেশি শিক্ষামূলক।,Chittagong
তোমার কাছে কোনো বুদ্ধি আছে?,Cumilla
তোঁয়ার তোন হন টেবি শো গম লাগে??,Chittagong
জানালা গা খুল,Chittagong
তুই কি নতুন বন্ধু বানাবার চেষ্টা করবেলাগছিস?,Rangpur
তুমি কি স্কুলে যাইতাছো।,Bogura
আহা রে! কি মিঠা!,Sylhet
তুমি এন্না অপেক্ষা করো বারে।,Bogura
তুমি কিতা গনঘন জিমও যাও নি?,Sylhet
মোর জন্যে একনা জাগা ঠিক করি দেন।,Rangpur
এটে বইসেক আর অপেক্ষা করেক।,Rangpur
তুমি কি অন্য ভাষা শিখতে চাইতাছো?,Bogura
আরো ইক্কা আই,Chittagong
একটু আগে আইলাম।,Cumilla
ছুটি পাইয়ি আজিয়ে,Chittagong
ভুলে যাস নে যেন।,Pabna
গাও গেরামত যেয়া শোনেন,Rangpur
আগে কইবেন না।,Pabna
"বাহ, তুমি তো দেখি বহুত মেধাবী।",Bogura
মুই কিছু না কং,Rangpur
তার লইগা রাস্তাগুলায় এত কাদা হইলো।,Pabna
মোকতো রাখইপার মনায়,Rangpur
হায় আল্লা! কিতা অইল!,Sylhet
একমগ কফি বানাও,Bogura
এডো সত্যিই হতাশাজনক বারে।,Bogura
তোমরা কি তমার বইটা একনা ধার দিবেন?,Rangpur
হন আইস্সে চাহ চায়,Chittagong
আপনার লগে একটু কতা কমু?,Cumilla
কয়টার সময়?,Bogura
আইয়েন আমাগো বাড়ি।,Cumilla
দেইহা শুইনা রাস্তা পার হও,Bogura
আমারে দেখাইছে রাগী,Sylhet
তোমাগো কমেন্ট পইড়া আঁই খুব মজা পাইলাম।,Cumilla
আঁরে এক্কানা সময় দিয়েn,Chittagong
আই এহন আইয়ির,Chittagong
মুকো হাসি রাখো।,Sylhet
তুমি সব সময় ঠিক সিদ্ধান্ত নাও।,Cumilla
অক্কু আরাম করবার দিও।,Sylhet
আচ্ছা! এইডা ঠিকই শুনলেম নাকি?,Pabna
তোর বাপ আইলে কইস,Sylhet
হনে জানি এদিন্না হইল দে,Chittagong
তরাতরি রেডি হ।,Pabna
তুমি তো সেই ভালোই গান গাও বারে।,Bogura
তুমি অনেক দয়ালু।,Cumilla
আমারলাগি কিছু মিষ্টি আনবায় নি?,Sylhet
তুমি কি হামারে সাহায্য করবা।,Bogura
আমার ফোনডা আইনে দেও।,Pabna
অক্কু খোলা মেলা কথা কইতাম নি?,Sylhet
তোমার লাইগা এডো কিনছি।,Bogura
এক্কা আস্তে হইবান্নে?,Chittagong
ফুয়া ইবে রে দেহিলে আসানি আইয়ি,Chittagong
আরকি হয়য়ুম।।,Chittagong
এটা তুই নিজের জন্যে কর।,Rangpur
ঠিক সময়ে আসিশ।,Rangpur
হামাক আর কি শিকাইমেন তোমরা,Rangpur
তোর জন্মদিন কুন দিন?,Sylhet
ভাষাডা আমাগো প্রাণের।,Pabna
কি দারুণ ব্যাপার!,Pabna
তোর আত্মবিশ্বাস অনেক শক্তিশালী।,Pabna
আজিয়ের অনুস্টার সুন্দর অইয়ে,Chittagong
ওরে মাও! খুব মিষ্টি!,Rangpur
আমারে আপনার অভিজ্ঞতা কইবেন?,Pabna
দয়া করি আমার পছন্দের খানা রান্ধো।,Sylhet
অখন ভাত খাও। / অখন খানাপিনা খরো।,Sylhet
দয়া করি আসপের একনাও দেরি করিশ না।,Rangpur
সময় মতো আমারে জানাইস।,Pabna
কিছু চা বানাও।,Cumilla
বাহ! তুমি সত্যিই পারদর্শী!,Pabna
মোক একখান চিটি দিছলু,Rangpur
কী শান্ত পরিবেশ!,Cumilla
তোরে ফেসবুকে দেখছি,Sylhet
তুমি খুব সহানুভূতিশীল।,Cumilla
টিভিডা ছাড়ো তো।,Bogura
আমরা দেইখা শুইনা চলবের পারি।,Pabna
আরে! তুই তো মেলা আলাদা!,Rangpur
"দরকার নাগলে মুই হাঁটি হাঁটি অংপুর যাইম, তা-ও এই বাসোত উঠিম না!",Rangpur
আজকা সন্দায় বাইর হও।,Cumilla
আমারে তোমার প্ল্যান খও।,Sylhet
আল্লাহ হামাক শোকগুলাক মাইনসোক মাপ করি দেউক,Rangpur
মোক তোমার অভিজ্ঞতা কইবেন?,Rangpur
বাড়িতে আজকা মেহমান আইবো।,Cumilla
দয়া করি একনা হাসেন।,Rangpur
তোর ব্যবহার একনাও ভাল না,Rangpur
আমারে এখটু সময় দেইন।,Sylhet
কইস কি! এদোনো হয়!,Rangpur
দয়া খরি এইটা আরেখবার খইবানি?,Sylhet
আইজ আমরার কটকটি শেষ অইগেছে।,Sylhet
তুমি কোনোদিন সময় মতো আও না।,Cumilla
একটু টাইম লইয়া শোনেন।,Pabna
তুমি কই কাম করো?,Cumilla
এক্কা আসনা,Chittagong
রাইত অনেক হইছে।,Pabna
আই ভাত ন হাইয়ুম।,Chittagong
আমি এহন যাব।,Pabna
চিড়িয়াখানা যাইম,Rangpur
তুমি কি কইছো?,Bogura
আরে ভুলি ন যাইওগই,Chittagong
তুই কি অন্য ভাষা শিকপের চাইস?,Pabna
মা ভাত নিয়ে আসছে,Pabna
অহন কাম শুরু করো।,Cumilla
আমি প্রতিদিন বেম করি।,Pabna
থালি ঘসা ছাবোন আর ছাই আছে তাকে দিয়া মুখ ধোন,Rangpur
তুমি কিতা আইজ রাইত বারা যাইতায় নি?,Sylhet
আমি গাড়ি নিয়ে বের হইবের পারতেসিনা।,Pabna
তুমরা ভালাই পারো।,Sylhet
"অনুরোধ রে,একটু দাঁড়াও।",Bogura
তুমার মতামত জানাইবা নি?,Sylhet
মুই কিছু কবার পাইম না,Rangpur
বাহ তুই সেরা,Chittagong
কুনদিন আইতাছইন?,Sylhet
ওফ সেই গরম।,Bogura
মুই এটে (অ্যাটে) আছঙ।,Rangpur
ইতে বেডা বেশী হবর লই,Chittagong
আজকা আর কাম করতে ইচ্ছা করতাছে না।,Cumilla
হামার জন্য একটু খাড়াও বারে।,Bogura
একটু চুপচাপ থাকতে কন।,Pabna
এটা খুব মজার।,Chittagong
তুই আরে সাহ্য গরিবি নে,Chittagong
তোর জন্য মোর মেলা সম্মান।,Rangpur
তুমি কি ঘুরবার যাইবার জন্য ভাবিচ্ছো নাকি।,Bogura
বাহ! তুমি এতো ভালো কইরা শিখছেও!,Pabna
তুমি কি স্কুলে যাও?,Cumilla
আর তুন এক্কা গোয়াছি হাইতো মনে হর।,Chittagong
বইডা এইহানে রাহো।,Cumilla
পেছন যাইবার গিয়া পুকুরে পড়ছি।,Bogura
তুই সোকসময় ভাল থাকিস,Rangpur
ইবা কত টিয়া,Chittagong
হে কুর ভালা খতা-খয়।,Sylhet
অ্যাসাইনমেন্ট ঘইরগোছ,Chittagong
আঁরে এইয়া এক্কান উপহার হিসেবে দন,Chittagong
তোমার খাটুনির ফল অসাধারণ।,Cumilla
আজকা আমরা ঘুরতে যামু।,Cumilla
তুমি একখান সেরা।।,Bogura
আমারে মাফখরো!,Sylhet
মুই কোনো ডায়ালগ দিবার পাবার নও,Rangpur
দরজাগান লাগাই দ,Chittagong
সবায় আইতের ভাত খাইছেন,Rangpur
আমারে এখকাফ ছা দিতায় ফারআায় নি?,Sylhet
তুমি কি সফরে যাওনের প্ল্যান করছো?,Cumilla
হাসপের পারতেসিনা।,Pabna
আমরারে খইলেতো আমরাও গেলামঅনে।,Sylhet
হামরা সক্কলি সিনেমা দেখবার গেছিলাম।,Bogura
সময়ের মধ্যে শেষ করো।,Cumilla
নিয়মিত পড়তে থাহো।,Cumilla
একটু সাবদানে থাকিস,Pabna
আমাগো পাবনার ভাষায় কতা কইবের সরম কিসের,Pabna
সিলেটি ভাষাউ আমরার মাতৃভাষা।,Sylhet
দয়া গরি এই প্রজেক্টত এক্কানা সাহায্য গইর্যেন,Chittagong
জলদি খাম শেষ খইরো।,Sylhet
সাথে সাথে আমাগো সংস্কৃতির মানুষগুলাও বিভিন্ন জায়গায় ছড়ায়া ছিটায়া গেছে।,Pabna
পাবনার ভাষায় কি এহন আমাগো পাশ নম্বর দেওয়া যায়?,Pabna
হন কারনে।,Chittagong
আমাগো কুমিল্লার,Cumilla
হনে কি হই চাই,Chittagong
এবার খাওন খাও।,Cumilla
আপনার মতামত জানাইবেন?,Pabna
তুমি কি চা খাইবার পছন্দ করো।,Bogura
আমি কিতা আপনার তাকি কিছু জানতাম ফারমো নি.?,Sylhet
আপনি কি পরিদশন করবেন নাকি।.,Bogura
ভাত খাইয়া যান।,Pabna
হামাক একনা কইলেতো হামরাও গেইনো হয়!,Rangpur
বাক্কা দিন দেখছি না,Chittagong
আঁই স্বপ্ন দেখতাছি না তো!,Cumilla
ঘুস্সা হইস নাকি,Chittagong
কোনটি থাকি আইনেন,Rangpur
হামাকে কিছু কও,Bogura
আরোর ফোয়ারে চল,Chittagong
আরে বরাবর টাইম মত জানাইও,Chittagong
তুই আজিয়ে স্কুলত ন আয়জ কা,Chittagong
তুই মোক কছলু,Rangpur
কলম হইবো তোমার কাছে?,Bogura
কবিতার কবি কেডারে দোস্ত?,Pabna
তারে পানি দ,Chittagong
তুমি কি শহরের বাহিরে যাইবার চাও?,Bogura
দয়া খরি আইতে দিরং খরিও না।,Sylhet
মানষর লগে কথা কইবা।,Sylhet
তুই যেনো হাজত ভালা সিদ্ধান্ত লইত পারচ,Chittagong
আঁই ঠিক কথা কইতাম পারি।,Sylhet
তুই কি গরর??,Chittagong
কুমিল্লার ভাষাই আমার মাতৃভাষা।,Cumilla
আমরার বাড়িত মেহমান আইছইন,Sylhet
সবে রাইকুর ভাত খাইছনি?,Sylhet
কী বিস্ময়কর!,Cumilla
"কি সুন্দর, এটা একনা উপহার দেন।",Rangpur
মেহেরবানি খরিয়া মজাদার খাবার বানাও।,Sylhet
তোর মাথায় কুনো আইডিয়া আছে নি?,Pabna
মুই এই সিদ্ধান্তোত রাজি নোমাং,Rangpur
কমত মনোযোগ দে।,Rangpur
নালমুনি মোর বাড়ি,Rangpur
হামার প্রতি সদয় হইয়েন।,Bogura
তুমি কি ইস্কুল এ যাও?,Pabna
কলিজা বেইচ্যা দাও।,Cumilla
মনের খুশিতে নাঁচবার মন চাচ্ছে,Bogura
রাতিয়ে শেষ ঘইরগম,Chittagong
আরে বাইছ তো দিতো ন।,Chittagong
আব্বা তো বাড়িত নাই,Bogura
তুই এহন এইহানে ঐহানে ঘুরে বেড়াস।,Pabna
তুমি কিতা খেলতায় নি?,Sylhet
হলম আছে তোর হাছে,Chittagong
তোমার ফেবারিট গান কোনটা?,Sylhet
সময় কইরা খাইয়া নিস।,Cumilla
মানষর এইডার দুইডা পোলা আছিল।,Sylhet
হায় হায় আমি ভুইলাই গেছিলাম।,Bogura
আরতুন ঢাকা যািতো মনে হর।,Chittagong
তুই কি ঘুরাঘুরি করতে ভাল্লাগে?,Pabna
"আমারে একটু সময় দ্যান , দয়া করে।",Cumilla
আঁই খুব খুশি।,Chittagong
হামার নতুন বইডো খুব সুন্দর।।,Bogura
এই গান ডো হামার প্রিয়।,Bogura
আল্লায় আমরা সবরে মাফ খরিয়া দেও।,Sylhet
আমারে একটু পরীক্ষা করতে দ্যান।,Cumilla
"দেওয়ানি এ খইল, আমি আইজকু জিত্তাম পারতাম নায়।",Sylhet
এক্কানা তলাই চাই ভাবন,Chittagong
যায় কলের পারে,Sylhet
তোক ফেসবুকে দেকছি।,Pabna
এক থাপ্পড়ে কান ফাটা দেব।,Pabna
আমার লাইগা এইডা ঠিক না।,Cumilla
এটা আগত কর।,Rangpur
দোকান থাকি কুন্তা লইয়া আও।,Sylhet
মোক এই কাজটা করবের দেন।,Rangpur
তোর জন্নি কিছু কিনছি।,Pabna
আই তো বুঝির বেয়াগ্গিন।,Chittagong
আঁই তোমারে বিশ্বাস করতে পারতাছি না।,Cumilla
তোমারে ধন্যবাদ।,Cumilla
"আমি ক্লান্ত, আর কিছু করবের পারবো না।",Pabna
তোমার সাতে কাম করবের চাই।,Rangpur
একলগে বাজারে যামু অহন।,Cumilla
তোমরা যা কইমেন তাই শুনিম,Rangpur
তুই সোকসময় অজুহাত দেইস,Rangpur
তুমি গোছগাছ হছো?,Bogura
কি সুন্দর দৃশ্য,Bogura
আমরার বাড়িত আইবা।,Sylhet
আমি কোনো ডায়ালগ দিবের পারবোনানে।,Pabna
তুই কি কোনো নতুন পোকোল্পের কাজ করবেলাগছিশ?,Rangpur
অনুরোধ এল্লা মনোযোগী হও বারে।,Bogura
টিবি বোন্দো করো,Pabna
আমার মা হাটে যাবি।,Pabna
ইটা ফাউরিলাও।,Sylhet
মুই কি কইম বুঝবার পাওসোং না,Rangpur
এখন কি করা লাগবি কও,Bogura
আমি কী কব বুঝবের পারতেছি না।,Pabna
আমারে লগে নিলে,Sylhet
তোরা ক তো,Cumilla
"মুই বাড়িত,তুই কোটে?",Rangpur
মুই সবার ভাষা শুনি অবাক হয়া গেইচোং,Rangpur
বাড়িত আইজ সাগাই আসপে।,Rangpur
আপনি কি আমারে ইকটু সাহায্য কইরবেন?,Pabna
স্যার ইবা খুব ভালা,Chittagong
রাবারডা আবার কুনটি গেলো।,Bogura
তুুই ইয়ান সম্পর্কে আর কিছু জান নে?,Chittagong
মোক ফির কল দিবার পান?,Rangpur
আরে! আঁই তো অবাক হইয়া গেছি!,Cumilla
হামার সাথে আইসো।,Bogura
লাইট অফ করছে।,Bogura
দয়া কইরা তাড়াতাড়ি আইবেন।,Pabna
মোক জানাইলে খুব ভাল হয়।,Rangpur
তুই কি পুরান ফিলিম পছন্দ করস?,Pabna
সউক ক্যানেবা উল্টা পাল্টা হওয়ার নাগছে,Rangpur
আঁরতুন ভুক্ক লাইগ্গে।,Chittagong
থালি ঘষা সাবান আর ছাই দিয়া মুখ ধুইয়া লও।,Pabna
তুই সোগসমায় সইত্য কথা হইশ।,Rangpur
এহন বেশিরভাগ মানুষ ঢাকায় যায়য়া পাবনার ভাষায় কতা কইব্যার পারে না।,Pabna
এখন কাম শুরু খরো।,Sylhet
আচ্ছা! এইডা ঠিক হুনলাম নি?,Cumilla
কেউ হইজ্জা ন গরিবা।,Chittagong
ছোড় আরতুন।,Chittagong
ইতারাত্তে বিবেক বুদ্ধি আাছে।।,Chittagong
আইজ্জা আবহাওয়া খুব শরস,Chittagong
তোমার কোন বন্ধ সবতাকি ভালা লাগে?,Sylhet
অঁনের গালত হাসি দেখিতাম চ্যার,Chittagong
তুই কি নতুন রান্না শিখবার মন আছে?,Pabna
পেন্সিল দিয়েনে লেখ,Chittagong
হামার না নাগে শরম,Rangpur
তুমি কি চা খাতি ভালোবাসো?,Pabna
হামার রংপুরের ভাষায় কথা কমো সরম কিসের,Rangpur
টেবিল গান পরিষ্কার গর।,Chittagong
মনের খুশিত নাচপের মন চাবার লাগছে,Rangpur
আমারে তো রাখতে মন চায়।,Cumilla
হেতি খুব হাসিখুশি মাইয়া।,Cumilla
আরে! এটা কি শুননু?,Rangpur
হামার ফোনডো আইনা দাও।,Bogura
আমরা একসাতে খেলতেম।,Pabna
তুুই কি কিছু শিখিত ছ নে?,Chittagong
আমার লাইগা এক কাপ চা লইয়া আও।,Cumilla
হাঁচা! এটা কেদন করি হইল!,Rangpur
আমরা আগামিখাইল সাগরো যাইমু।,Sylhet
বাহ! খেমনে খরলায়!,Sylhet
পাইছি চাবিডা,Bogura
কোঠসি তাকি আইছোনি,Sylhet
দয়া খরি বেশি মাতিওনা।,Sylhet
কিরম লাইগলো।,Pabna
সিঁড়ি দিইয়া নামি চলো।,Bogura
হামাগোরে সাথ চলো বারে,Bogura
হায়! কতো বড় ভুল করছুং!,Rangpur
আমরার দেশও অনেখ পুরান ঐতিহ্যের জাগা আছে।,Sylhet
খুব ভালা লাগলো।,Cumilla
আত্তুন দেরি অইবো,Chittagong
একটা প্যারাসিটামল অসুধ দেও,Bogura
এডো ভালোই বারে।,Bogura
তুরা একলা থাখতে দিবায়নি?,Sylhet
তুরা ঠান্ডা থাখোউক্কা।,Sylhet
তুরা আইস্সচ ওইক্কে চা বই,Chittagong
মনটা জুরিয়া গেল,Rangpur
হামাক মতামত দিন আপনার,Bogura
মেহমান আইছে তুমার লাইগা আইর,Sylhet
এগুন কি হদ্দে?,Chittagong
একনা মোক শোনেন।,Rangpur
তুই হকলরে জিগাইয়া দেখ,Sylhet
তোমার লাগিও কিছু লইছি।,Sylhet
কি অদ্ভুত মানুষ,Pabna
মাঝে মাঝে আমার লগে আপনি কতা কইয়েন।,Cumilla
এডো খুব মজা লাগে খাইতে।,Bogura
ভালা আছৈন নি?,Chittagong
আমি কি আপনার কাছে কিছু জানতি পারি?,Pabna
আঁই এইডা বুইঝা সারাজীবন কুমিল্লার ভাষায় কতা কই।,Cumilla
কহন থেহে তোগারে লেহাগুলা পড়াচ্ছি।,Pabna
তোমার পছন্দের খেলা কোনডা?,Cumilla
মোক নক কর।,Rangpur
তারাতাড়ি আসো,Pabna
দয়া করি এইডা আবার কও।,Sylhet
তুমি কি ইংরেজি শিখতাছো?,Cumilla
মোক ফির বাদদিলু ক‍্যান!,Rangpur
তুমি কি পুরাতন ছবি দেখতে ভালোবাসো।,Bogura
তুই বেয়াগ্গিন হাজত সেরা।,Chittagong
আহা! কি মিষ্টি!,Pabna
তুমি আইজক্যা স্কুলে আসো নাই কেন।,Bogura
খামো মন লাগাও।,Sylhet
তোমার পছন্দের ফল কী?,Cumilla
হেতে কোনোদিন তার কতা রাহে না।,Cumilla
কাইকা কি ক্লাস হবি?,Bogura
আগে কবার নন,Rangpur
এক কাপ কফি বানাই দে।,Pabna
তুই কি অন্ন ভাষা শিখপের চাবালাগছিস?,Rangpur
তুমি কুনটি থাকো বারে?,Bogura
তুমি কিতা নতুন কিচ্ছু ট্রাই খরতায় চাইরায় নি?,Sylhet
মোক সাহায্য করার জন্যে তোমাক ধন্যবাদ।,Rangpur
"মনটা অতো কুশি, নাছতে মনে ছার!",Sylhet
ভিডিওডা দেহো।,Cumilla
আইওবা আমরা ফাখাইয়া আই,Sylhet
একসাথে বাজার যামো এলা,Rangpur
দরকার হলে আমি হাট্যা হাট্যা যামু তাও এই বাসে উঠমু না।,Pabna
আমি অখন যাইয়ারগি,Sylhet
ঠান্ডা পানি নিয়া আইসো,Bogura
বইডো পড়ো।,Bogura
আমি আবার খাইল বিয়া এখটা খাওয়াত যাইমুগি।,Sylhet
রং লাগছে অহন।,Cumilla
ওয় সোকসময় দেরী করি আইসে,Rangpur
বাহ! এটাই তো জেবন!,Rangpur
আইসেন আমাগো বাড়ি।,Pabna
ব্যাগ্য গুছাই পেলি,Chittagong
আমার ঘুম পাতিছে।,Pabna
আরতুন আজিয়া বাইরে যাইতো মনে ন হর।,Chittagong
সময়ের মদ্দে শ্যাষ কর।,Rangpur
হায়! এইডা ক্যামনে সম্ভব হইলো!,Cumilla
কইস কি! এটা হাঁচা/ সত্যি?,Rangpur
হায়! এইডা কি করলেম!,Pabna
মেহমান/কুটুম আইছইন,Sylhet
তোমার স্কুল যাও বারে।,Bogura
আঁর্লাই এক্কানা দিল দন,Chittagong
তুই কি মোর সাথে আসপু?,Rangpur
আরে! তুমি তো দারুণ!,Pabna
আনামাতি থাখো।,Sylhet
মোক গাছত চড়িয়া দুইটা জলপাই পাড়িয়া দে,Rangpur
আজ বাইচ্চা সন্ধ্যায় বাইর হ।,Pabna
কী হইচে ঝগড়া ক্যানে,Rangpur
হইয়া গেছে হামার।,Bogura
সময় করি খাই লিস,Sylhet
হিগু/হিকটা/হিটা কিতা?,Sylhet
তুই কি প্রযুক্তিতে নিয়া আগ্রহী?,Pabna
তাকায় আছস কেল্লাইগা?,Cumilla
কি অসাধারণ ছবি!,Pabna
জানালাখান কুলো।,Sylhet
হামাক এক মগ চা দিবার পারবেন,Bogura
সবাই রাতে ভাত খাইছেন,Pabna
মোক কি একনা জাগা দেখাইবেন?,Rangpur
আমার মন বহে না।,Cumilla
বেজ্ঞুনর ফোয়ারে ভালা গরি হতা হইও,Chittagong
আমারে একটু সময় দাও।,Cumilla
তুমি কি কফি খাইবার পছন্দ করো না।,Bogura
তোমার জীবন লইয়া ভাবনাডা কি?,Bogura
আশা আছিল তোয়ারে লই।,Chittagong
কাইল্লা শুক্কুরবার।,Cumilla
এই খাওনডা খুব স্বাদ।,Cumilla
অ্যালার্ম দিইয়া রাখ,Bogura
কামের লিস্ট বানাই ল।,Pabna
আমি কি আপনার সাহায্য করতি পারি?,Pabna
আমি জানি না রে বা,Sylhet
গামলাত আঁই তোমার লাইগা ভাত রাখছি তুইলা।,Cumilla
আমরা গেলাম।,Cumilla
তুই কুনুদিনই টাইমমতো আসোস না।,Pabna
দয়া কইরা আমার বইডা ইকটু খুইজা দেন।,Pabna
হামার কিচুই লাগবিনা,Bogura
তোমার ফেবারিট কোনো টিবি শো আছে নি?,Sylhet
আঁই আর সহ্য করতে পারতাছি না,Cumilla
আবার কও।,Cumilla
আমারে একটু ভালা করিয়া হুনেন।,Cumilla
দয়া করি এটা মোক দিয়া দেন।,Rangpur
পেট একেবারে ভইরা গেছে,Bogura
ইটিই নামমু হামি,Bogura
ইয়া হাই ল,Chittagong
কী অদ্ভুত মানুষ!,Cumilla
কি ভয়ের ঘটনা রে।,Bogura
"আঁই টায়ার্ড, আর কিছু করতে পারতাম না।",Cumilla
তুই কি বিশেষ কিছু ভাববেলাগছিশ?,Rangpur
তুই হনদিন টাইম মজিন ন আইওস।,Chittagong
তাড়াতাড়ি পোস্তুত হ।,Rangpur
যা কই তাই কর,Pabna
ওহ! আমার চোহের ভুল!,Pabna
একটু একা থাহনের পারমিশন দিবেন নি?,Cumilla
হনডিল্লা বিপতত পইরগি,Chittagong
এই রেস্তোরাঁ হানা বেশি মজার,Chittagong
একনা খোলাখুলি আও করবের পাই?,Rangpur
